4926.513798482201,复旦投毒案受害人父亲称不接受学生请求信内容 】2月18日，复旦投毒案被告人林森浩一审被判死刑。一审判决之后，复旦177名学生签署请求信，请求法院不要判林森浩同学死刑立即执行。受害者黄洋的父亲表示并不接受请求信的内容。上海知名律师严义明认为，并不能确定请求信能否影响二审判决结果。 学生... http://163....,14
4509.451274874499,【复旦投毒案死者父亲拒绝接受学生联名求情信】http://url.cn/Q1X494  2月18日，复旦投毒案被告人林森浩一审被判死刑。一审判决之后，复旦177名学生签署请求信，请求法院不要判林森浩同学死刑立即执行。受害者黄洋的父亲表示并不接受请求信的内容。香,6
4351.120256915399,【177复旦学生联名为凶手求“免死” 受害人父亲称不接受】2月18日，复旦投毒案被告人林森浩一审被判死刑。一审判决之后，复旦177名学生签署请求信，请求法院不要判林森浩同学死刑立即执行。受害者黄洋的父亲表示并不接受请求信的内容。 （分享自 @凤凰网） http://t.cn/8sgCuBN,2
4308.514831236799,#尝，鲜# 【复旦投毒案受害人父亲称不接受学生请求信内容】复旦投毒案凶手林森浩被判死刑后，复旦177名学生签署请求信，请求法院不要判林森浩死刑立即执行。受害者黄洋的父亲表示并不接受请求信的内容，他说黄洋去世对家人打击很大，他也不认同“林森浩不是一个极为凶残的人”的说法。(头条新闻),7
4234.433847145099,转：【复旦投毒案受害人父亲：不接受学生请求信内容】投毒案凶手林森浩被判死刑后，复旦177名学生签署请求信，请求法院不要判林森浩死刑立即执行，称愿代黄洋尽孝。受害人父亲表示这事对家人打击很大，不接受请求信内容，不认同“林森浩不是一个极为凶残的人”的说法。http://url.cn/OyMRBw,0
4038.8894671293997,【复旦177名学生联名为投毒凶手求情，受害人父亲不接受】复旦投毒案凶手林森浩被判死刑后，复旦大学177名学生签署请求信，称林森浩并不是一个凶残的人，请求法院不要判死刑立即执行。受害者黄洋的父亲表示不接受请求信内容，“如果他不凶残，为什么会在饮水里投放那么多毒药？”,1
3904.0070380318994,#北京培黎学院招生# [兔子]复旦大学学生黄洋被同宿舍室友林森浩投毒致死一案震惊全国。今年２月，林森浩被法院认定为犯有故意杀人罪，并被判处死刑。一审判决之后，复旦１７７名学生签署请求信，请求法院不要判林森浩死刑立即执行。受害者黄洋的父亲表示并不接受请求信的内容。http://t.cn/8s68E4j,0
3693.2748268798,请法院在法律框架下依法独立审判，不要受外在任何人的影响！【177复旦学生联名为凶手求“免死” 受害人父亲称不接受】2月18日，复旦投毒案被告人林森浩一审被判死刑。一审判决之后，复旦177名学生签署请求信，请求法院不要判林森浩同学死刑立即执行。 http://url.cn/OUJF2n,0
3555.4391378855003,【复旦学子联名上书是被感情冲昏了理智】2月18日，复旦投毒案被告人林森浩一审被判死刑。一审判决之后，复旦177名学生签署请求信，请求法院不要判林森浩同学死刑立即执行。4月20日，部分学生又向法院递交了一封“声明书”，表明“请求信”是学生... http://163.fm/61OPhch,0
3334.9518669546997,【复旦学生为投毒者求情折射高等教育失败】原标题：复旦学子联名上书是感情冲昏了理智 2月18日，复旦投毒案被告人林森浩一审被判死刑。一审判决之后，复旦177名学生签署请求信，请求法院不要判林森浩同学死刑立即执行。4月20日，部分学生又向... http://163.fm/MNkyjXp,1
3322.4880996856996,"日前，由复旦大学177名学生联合签名的《关于不要判林森浩同学“死刑”请求信》寄往上海市高院,随之还有另外一份《声明书》。建议给复旦投毒案凶犯林森浩一条生路，让他洗心革面，并在将来照顾受害人黄洋的父母。然而，被害人黄洋的父亲黄国强称不接受学生请求信内容，拒绝免除林森浩死刑。",0
3304.7127662588,"【复旦177学生为林森浩求免死】5月7日,177名学生联合签名的《关于不要判林森浩同学&quot;死刑&quot;请求信》日前已寄往上海高院，建议不要判林森浩死刑，给他一条生路。去年4月，复旦研究生黄洋被同学林森浩在寝室饮水机里投毒致死，林被一审宣判死刑后提出上诉。",0
3228.8162881953,故意杀人罪都不能死刑的话，天理何在？这177名大学生都是吃狗屎长大的？ || #我在看新闻# 《投毒案死者父亲拒受学生求情》 复旦177名学生联名请求法院不要判林森浩死刑立即执行。 http://url.cn/PRUDOj ，相关专题 http://url.cn/JEkAIv  来自@newsmobile,0
3216.1587594213997,【复旦投毒案受害人父亲称不接受请求信内容】复旦投毒案被告人林森浩一审被判死刑，复旦177名学生签署请求信，请求法院不要判立即执行，称林森浩不是一个凶残的人。受害人黄洋的父亲黄国强说，如果他不凶残，为什么当黄洋躺在病床上呻吟时，不告诉医生他中了什么毒？http://url.cn/RE1CpY  京华时报,1
3089.3267291613997,【乱喊“刀下留人”有违法治精神】2月18日，复旦投毒案被告人林森浩一审被判死刑。一审判决之后，复旦177名学生签署请求信，请求法院不要判林森浩同学死刑立即执行。有学生认为，林森浩在学校做了一些好事，不是一个凶残的人，从情理上讲，希... http://163.fm/8Nl3HJ3,0
3012.7112968149,【复旦投毒案受害人父亲不接受请求信内容】日前，复旦177名学生签署请求信，请求法院不要判林森浩死刑立即执行，称林不是个极凶残的人。建议让他洗心革面，并在将来照顾受害人黄洋父母。黄洋父亲黄国强说，如果他不凶残，为什么当黄洋躺在病床上呻吟时，不告诉医生他中了什么毒？via京华时报,0
2986.9762493071,还有脸去请求啊？亏你是复旦大学生。联名请求的人给她吗个扰乱社会治安，统统抓起来。不判死刑今后就该废除死刑犯！ 【评】复旦投毒案死者父亲拒绝接受学生联名求情信 http://url.cn/JAkoAH,0
