3269266233,5232
3786779402,5341
2037654147,5344
2746939037,5377
1410723272,5423
1667504047,5497
2921223552,5500
1725853665,5553
1000763102,5569
2369553557,5606
3224622793,5638
1339071081,5649
2485440547,5704
3719021897,5705
1927908433,5752
2731028117,5784
3754457184,5798
2361145762,5799
1757357611,5804
2160971473,5855
1822375913,5863
3221973441,5891
2090002717,5894
2496550335,5980
3719149314,6169
1888862960,6198
1745407597,6216
1678099333,6253
1611457790,6301
1893438771,6326
1859696900,6342
1822500665,6398
1806192324,6446
1907456002,6455
2429007903,6495
2611652935,6503
1343832755,6533
3559028007,6587
2029158751,6666
1912987397,6673
1614110452,6683
1087952223,6688
1285288925,6716
2614434247,6739
2284599707,6786
3746986303,6863
1658449455,6878
2494610160,6891
2427330592,6906
1030648103,6955
1742133923,6992
2081427631,7006
1960456407,7025
1678038673,7111
2830588511,7222
3560605004,7305
2815195790,7329
1726089203,7336
1948706360,7340
2083251501,7355
1881029280,7372
2195336897,7374
2373307834,7378
2210162825,7427
1665771491,7674
2276593134,7823
1725775673,7840
1765230662,7840
2619795225,7853
1353183111,7930
2427942771,7957
1681039962,8021
1029920191,8032
2309894683,8034
1143444542,8108
1891148705,8174
1403259231,8206
1211484940,8235
1336859732,8247
1907342422,8278
1337427640,8314
1926878993,8342
1678204062,8355
1890291622,8403
2083815811,8556
3434615564,8605
2588501020,8623
1890534515,8639
3605616965,8767
2203818824,8940
2933407091,8965
3316620053,9000
3502872017,9093
1711871381,9158
3557413493,9205
1278973810,9220
1690011720,9246
1891279131,9300
1214377442,9304
1644823961,9380
2041387043,9416
2014414262,9475
1801458504,9560
3434114494,9645
1758064233,9660
1815386954,9674
3501463311,9708
1088187264,9719
2694703031,9743
3188633485,9935
2018915950,9998
1152646621,10133
2426565464,10157
3634443024,10162
3638181733,10186
3566662800,10219
2593894281,10230
3772527774,10234
2294641730,10342
3223838662,10352
2215349490,10419
2280723025,10568
2323169755,10628
3233643297,10653
1638850282,10683
1077677097,10728
1736270740,10798
1874206080,10847
2086183885,10887
2820805363,10896
3366294620,10917
3390369980,10924
1891177151,10958
1949147220,11034
3079649065,11065
2358328090,11082
1955856667,11107
2291343824,11110
1437566324,11122
2082265931,11152
2377006293,11184
1879972377,11199
3786184270,11325
2780225137,11357
1893010754,11357
2090154305,11514
1678895552,11521
2081025367,11527
3604382767,11559
2672706153,11571
3099520632,11587
1891420191,11631
3282524073,11651
1813222587,11753
1944878692,11818
1858943790,11871
1984160033,11887
1648921827,11926
3419278902,11929
3226911891,11964
1956660702,12085
3619951013,12161
2417539082,12171
2477694912,12268
1504943080,12301
1356206694,12335
1691096290,12368
3223602541,12380
2477471987,12480
2094343992,12517
2317069987,12531
3558962844,12533
1556107990,12618
2239322952,12643
1806014043,12710
1406591767,12721
2629010801,13046
3559043105,13087
1612830753,13180
2370971004,13383
1891673701,13390
3560036575,13440
1757443365,13452
2094579473,13510
2627008233,13535
2611542142,13604
1815434281,13690
2262569457,13708
2342786637,13748
3217127827,13883
1354427525,13995
1994329584,14031
2153122444,14033
2546281924,14064
1421918427,14114
2391292985,14158
1748640181,14223
1891464794,14267
1621368182,14303
3434051772,14482
1949068812,14492
3738584690,14497
3652215104,14500
3624447824,14515
3233576053,14592
2129611710,14843
1671822560,15007
3705032021,15086
1890680350,15126
1881341511,15132
2617921237,15169
2362268012,15467
1740247464,15617
1921150767,15626
2547267967,15715
1814328823,15721
3179451142,15847
1277051275,15924
1745701641,16090
3636169025,16398
1344717125,16597
1271913280,16763
1743060433,16828
1994252145,17167
3637623555,17216
1680664482,17326
1270545744,17443
2093012983,17536
1882939741,17907
2214861750,18101
1403683305,18171
1787005893,18314
2060726335,18410
1418829665,18459
2813035033,18484
1486115871,18577
3752642792,19055
2361849117,19089
1639299632,19096
1970873517,19418
3268881740,19913
1252030493,20051
2897374743,20226
2093849665,20320
3457492614,20492
1881890475,20507
1197730280,20778
1840402115,20802
3585367702,21306
3558997843,21350
2025194057,21420
2026134061,21422
1683406452,21501
2330422790,21543
3167948137,21591
3048197261,21680
1925989767,21711
1218993325,21729
3604314297,21828
1412003361,21870
1390120447,22043
2041584791,22132
1423208033,22274
3693128121,22804
1221429957,22951
3223652755,23187
1724667585,23201
3201440542,23270
2709604950,23279
2128222773,23512
3023300704,23675
2797095061,24070
1772880841,24139
3560705371,24336
2282314634,24342
1354937321,24441
1276721497,25052
1624443865,25230
2820068170,25700
1822518623,25819
2812865062,25873
3051577325,26739
1222400785,26905
2150846871,27006
2150942674,27129
2026366955,27679
1672516425,27929
1987827065,28049
1898340523,28492
1691435303,28983
2013741530,29179
1880069415,30151
3283863083,30710
2798925881,30740
2551932900,30995
3483968255,31019
1218293911,32740
2014009444,33393
1746072563,33623
2294467183,34601
1891433540,35103
3217968923,35815
2921244380,37376
2921244624,37629
1931053497,37660
1733101227,37971
2694684031,38016
2627271135,38151
1002410351,38592
1572102753,38741
3536786674,38809
1876422785,38919
2109185642,41117
1951884322,41155
2427364747,41222
2479854264,42163
2060486361,42291
1993927425,42485
2343698037,43007
2026766864,43728
1873816564,44077
1822203347,44239
3290194360,44263
1880015487,44973
1687355355,45477
2416832460,47358
2686306833,48329
2764847157,48603
1600952482,48864
3491714764,49861
3209797467,50444
1815200471,50649
3300923984,50871
1271620824,50919
3558452085,51043
1276678705,51043
3570533657,51499
3456144514,51981
1324072502,52017
3151215112,52036
1747099873,52454
3200762030,52700
1880180242,53887
1840431260,55667
1688743504,55732
2620278935,56258
1705878364,57129
2150725164,57438
1644421257,57632
1046229691,58830
1688027835,59981
1236101530,60314
1747173625,60852
2293594001,60915
3082732270,61030
3083673864,61141
2880274140,62371
1657835102,62920
3082732390,63350
2092951260,63848
2560432091,65234
1787538763,66305
1219649483,70010
2294112735,73313
1840271251,73876
1553419253,77995
3558339020,79479
2886475002,80570
2257685423,83394
2090036563,83847
1891758914,85901
1990905835,86601
1706406001,87198
1498124904,87577
2611593353,88901
1705981052,90032
2620140347,92540
1807006224,94015
2733100865,96832
2733103141,97048
2732101567,97478
2559831723,97920
2732071777,98325
2732069753,99177
3424418584,99918
3604378011,100111
3224238504,101382
1154372105,101540
2578290721,103006
1674062881,104441
2389334581,104489
2108736404,104807
1870073327,105931
2294363740,106620
2966791393,107260
1726290264,107562
3223931921,107867
1959444680,108346
1891680380,108537
1648979923,108767
3558591892,109803
1676221860,110329
2359197232,112570
1948636782,113308
1948662260,113497
1914396665,114144
3738542597,116634
1106408171,117411
1880922220,118533
1725935134,118766
2294848190,119666
1926105135,119973
1890750884,121094
2060903445,121470
2194274603,122171
2105213367,122453
1747917611,122610
1813464161,123195
1882815511,124195
1287478524,126206
2037509875,126809
1959182407,127085
3604268061,129302
3166141641,129424
2274922632,129597
1827333613,131516
1858983272,133983
1828323130,136228
1411482802,138350
1948630450,138549
1890587610,139519
2462375084,146807
2411750412,149361
2427480850,150494
2474179002,154262
1925593881,162318
1891767375,162823
1674532845,175918
2813700891,176011
3702615960,179151
1821555443,190182
1889180344,203038
2820507331,203127
1255178120,206016
2619060780,209533
1025844602,213487
1678882014,217438
1272740494,221587
2814389801,221883
1571544244,234590
1235936125,235236
1068246700,240500
2553952800,247898
2846632611,250536
1767505547,277395
